time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.013776,-0.0084,-0.0099,-0.0234,0.027
0.033576,0.0086,-0.0067,0.0041,0.012
0.051544,0.0111,-0.0081,-0.0053,0.015
0.070566,0.0038,-0.0056,-0.0043,0.008
0.090209,-0.0046,-0.0080,-0.0076,0.012
0.108235,0.0014,-0.0082,-0.0065,0.011
0.126835,0.0001,-0.0105,-0.0079,0.013
0.146964,0.0086,-0.0084,-0.0019,0.012
0.166509,0.0047,-0.0025,-0.0042,0.007
0.184599,0.0072,-0.0059,-0.0090,0.013
0.204156,0.0013,-0.0145,-0.0031,0.015
0.223271,0.0026,-0.0062,0.0006,0.007
0.241029,0.0049,-0.0086,-0.0042,0.011
0.260965,0.0026,-0.0088,0.0029,0.010
0.279923,0.0027,-0.0147,0.0005,0.015
0.299617,0.0051,-0.0098,0.0006,0.011
0.318468,-0.0008,-0.0062,-0.0004,0.006
0.337328,0.0052,-0.0107,0.0005,0.012
0.356698,0.0029,-0.0117,-0.0018,0.012
0.376006,0.0041,-0.0092,0.0030,0.011
0.394421,-0.0006,-0.0114,-0.0065,0.013
0.412845,0.0079,-0.0102,-0.0041,0.014
0.432135,0.0067,-0.0018,-0.0017,0.007
0.451575,0.0021,-0.0099,-0.0041,0.011
0.471226,0.0046,-0.0097,-0.0029,0.011
0.489502,0.0033,-0.0110,0.0019,0.012
0.508807,0.0044,-0.0134,-0.0020,0.014
0.527298,0.0046,-0.0121,0.0041,0.014
0.547181,0.0070,-0.0037,-0.0041,0.009
0.565430,0.0083,-0.0120,-0.0020,0.015
0.584918,0.0154,-0.0071,-0.0034,0.017
0.604087,0.0012,-0.0083,0.0007,0.008
0.623425,0.0061,-0.0116,-0.0031,0.013
0.641426,0.0095,-0.0070,-0.0043,0.013
0.660557,0.0062,-0.0083,-0.0031,0.011
0.679775,0.0074,-0.0037,-0.0031,0.009
0.699050,0.0038,-0.0083,-0.0053,0.011
0.717863,0.0074,-0.0084,0.0017,0.011
0.736513,0.0086,-0.0091,-0.0102,0.016
0.756903,0.0064,-0.0104,0.0005,0.012
0.774934,0.0111,-0.0090,0.0017,0.014
0.793968,0.0064,-0.0101,0.0005,0.012
0.813576,0.0087,-0.0030,0.0019,0.009
0.833802,0.0051,-0.0050,-0.0018,0.007
0.850881,0.0135,-0.0017,0.0043,0.014
0.870480,0.0027,-0.0040,0.0043,0.006
0.888827,0.0016,-0.0086,-0.0004,0.009
0.908947,0.0051,-0.0026,0.0007,0.006
0.926810,0.0089,-0.0085,-0.0056,0.014
0.946227,0.0113,-0.0120,-0.0042,0.017
0.965530,0.0042,-0.0035,-0.0075,0.009
0.984173,0.0100,-0.0001,-0.0029,0.010
1.008664,0.0065,-0.0097,0.0055,0.013
1.027000,0.0090,-0.0096,-0.0006,0.013
1.046754,0.0102,-0.0106,-0.0069,0.016
1.065016,0.0077,-0.0035,0.0007,0.009
1.083711,0.0053,-0.0059,0.0019,0.008
1.103541,0.0053,-0.0105,-0.0065,0.013
1.122745,0.0090,0.0018,-0.0065,0.011
1.141070,0.0090,-0.0016,-0.0089,0.013
1.160675,0.0044,-0.0005,-0.0005,0.004
1.179411,0.0057,-0.0038,0.0031,0.008
1.197881,0.0033,-0.0082,-0.0100,0.013
1.217707,0.0118,-0.0108,-0.0008,0.016
1.237076,0.0129,-0.0032,-0.0064,0.015
1.256271,0.0116,-0.0042,0.0019,0.013
1.274676,0.0127,-0.0056,0.0054,0.015
1.293798,0.0091,-0.0029,-0.0052,0.011
1.312320,0.0093,-0.0053,-0.0091,0.014
1.331381,0.0116,-0.0050,-0.0040,0.013
1.350245,0.0009,-0.0063,-0.0040,0.008
1.369617,0.0092,-0.0017,-0.0052,0.011
1.388341,0.0091,-0.0053,-0.0030,0.011
1.408142,0.0067,-0.0049,-0.0100,0.013
1.427544,0.0044,-0.0088,-0.0006,0.010
1.445919,0.0033,-0.0040,0.0008,0.005
1.464474,0.0021,-0.0052,-0.0088,0.010
1.484227,0.0105,-0.0121,-0.0019,0.016
1.503232,0.0070,-0.0038,-0.0004,0.008
1.522287,0.0071,-0.0035,-0.0028,0.008
1.541105,0.0131,0.0012,-0.0018,0.013
1.561480,0.0047,-0.0070,-0.0030,0.009
1.579287,0.0095,-0.0011,-0.0016,0.010
1.598070,0.0046,-0.0011,0.0008,0.005
1.617151,0.0081,-0.0059,0.0020,0.010
1.636122,0.0046,-0.0032,-0.0042,0.007
1.655847,0.0070,-0.0068,0.0032,0.010
1.676371,0.0093,-0.0007,0.0032,0.010
1.693625,0.0044,-0.0029,0.0008,0.005
1.712746,0.0162,-0.0018,-0.0031,0.017
1.732080,0.0078,-0.0041,0.0030,0.009
1.753642,0.0056,-0.0042,-0.0004,0.007
1.770109,0.0010,-0.0076,-0.0004,0.008
1.788587,-0.0002,-0.0050,-0.0016,0.005
1.807778,0.0142,-0.0002,0.0042,0.015
1.827067,0.0048,-0.0048,0.0018,0.007
1.845523,0.0047,-0.0022,-0.0018,0.005
1.864269,0.0130,-0.0011,-0.0041,0.014
1.883659,0.0047,-0.0033,0.0008,0.006
1.903382,0.0048,0.0005,-0.0052,0.007
1.921533,0.0060,-0.0033,0.0044,0.008
1.941246,0.0072,-0.0041,0.0020,0.009
1.959848,0.0106,-0.0005,-0.0004,0.011
1.978989,0.0047,-0.0016,-0.0089,0.010
1.997795,0.0035,-0.0065,0.0008,0.007
2.017430,0.0106,-0.0029,-0.0029,0.011
2.036487,0.0069,-0.0042,-0.0017,0.008
2.055404,0.0081,-0.0006,0.0032,0.009
2.074695,0.0068,-0.0065,-0.0067,0.012
2.093488,0.0057,-0.0008,-0.0052,0.008
2.112438,0.0045,-0.0018,-0.0040,0.006
2.131431,0.0079,-0.0040,-0.0076,0.012
2.149998,0.0103,-0.0018,-0.0006,0.010
2.169222,0.0090,-0.0043,0.0020,0.010
2.188357,0.0089,0.0043,0.0032,0.010
2.208141,0.0077,-0.0003,0.0008,0.008
2.226293,0.0099,0.0011,-0.0016,0.010
2.245431,0.0089,-0.0050,-0.0053,0.012
2.266051,0.0101,0.0069,-0.0026,0.013
2.284467,0.0028,-0.0052,-0.0065,0.009
2.302424,0.0123,-0.0029,0.0006,0.013
2.321265,0.0074,-0.0050,-0.0064,0.011
2.341309,0.0074,-0.0042,0.0068,0.011
2.360253,0.0086,0.0019,0.0008,0.009
2.379377,0.0049,-0.0041,-0.0016,0.007
2.397441,0.0095,-0.0052,0.0032,0.011
2.417554,0.0036,-0.0064,-0.0004,0.007
2.436206,0.0035,-0.0017,-0.0004,0.004
2.454286,0.0083,-0.0017,-0.0028,0.009
2.474493,0.0096,0.0054,-0.0004,0.011
2.493308,0.0086,-0.0042,-0.0030,0.010
2.512674,0.0027,-0.0055,-0.0016,0.006
2.530610,0.0063,-0.0043,-0.0030,0.008
2.549994,0.0124,-0.0031,-0.0018,0.013
2.568948,0.0135,-0.0045,0.0006,0.014
2.588765,0.0085,-0.0056,0.0018,0.010
2.607277,0.0062,-0.0034,-0.0004,0.007
2.626696,0.0087,-0.0024,0.0030,0.009
2.645544,0.0052,-0.0015,0.0033,0.006
2.664334,0.0029,-0.0037,0.0020,0.005
2.683154,0.0077,0.0010,-0.0016,0.008
2.702707,0.0100,-0.0039,-0.0028,0.011
2.721251,0.0123,-0.0051,-0.0004,0.013
2.740404,0.0076,-0.0040,0.0032,0.009
2.760279,0.0112,-0.0017,0.0032,0.012
2.778384,0.0064,0.0005,0.0020,0.007
2.798794,0.0100,-0.0041,-0.0042,0.012
2.816767,0.0077,-0.0054,-0.0066,0.011
2.836024,0.0054,-0.0092,-0.0078,0.013
2.854461,0.0114,-0.0047,-0.0030,0.013
2.873806,0.0101,0.0015,0.0055,0.012
2.892547,0.0113,-0.0057,-0.0042,0.013
2.913025,0.0078,-0.0081,0.0032,0.012
2.931469,0.0055,-0.0033,0.0008,0.006
2.949936,0.0032,-0.0012,-0.0063,0.007
2.968076,0.0090,-0.0060,-0.0016,0.011
2.988073,0.0054,-0.0038,0.0055,0.009
3.007085,0.0125,-0.0049,0.0006,0.013
3.026163,0.0081,-0.0000,-0.0016,0.008
3.049412,0.0045,-0.0010,-0.0051,0.007
3.063821,0.0045,-0.0032,-0.0088,0.010
3.082841,0.0093,-0.0034,-0.0004,0.010
3.102113,0.0129,0.0026,-0.0064,0.015
3.120961,0.0103,-0.0118,0.0030,0.016
3.139533,0.0056,-0.0072,0.0020,0.009
3.160047,0.0117,-0.0084,-0.0031,0.015
3.178606,0.0116,-0.0061,-0.0006,0.013
3.197550,0.0067,0.0010,0.0008,0.007
3.216155,0.0091,0.0009,0.0079,0.012
3.235430,0.0053,-0.0013,-0.0027,0.006
3.253737,0.0078,-0.0061,-0.0004,0.010
3.274048,0.0054,-0.0097,-0.0042,0.012
3.292561,0.0042,-0.0060,-0.0052,0.009
3.312350,0.0092,-0.0084,-0.0006,0.012
3.334199,0.0043,-0.0073,0.0008,0.008
3.349381,0.0007,-0.0060,-0.0030,0.007
3.368552,0.0066,-0.0094,0.0018,0.012
3.388833,0.0079,-0.0059,-0.0054,0.011
3.406919,0.0090,-0.0010,-0.0028,0.010
3.425134,0.0032,-0.0048,0.0008,0.006
3.446018,0.0103,-0.0071,-0.0018,0.013
3.463851,0.0055,-0.0035,-0.0030,0.007
3.482808,0.0032,-0.0035,0.0008,0.005
3.502349,0.0127,-0.0082,-0.0018,0.015
3.521129,0.0055,0.0025,-0.0016,0.006
3.540603,0.0068,-0.0059,-0.0042,0.010
3.559348,0.0080,-0.0011,-0.0016,0.008
3.578099,0.0189,-0.0022,-0.0030,0.019
3.598427,0.0058,-0.0011,-0.0064,0.009
3.615744,0.0117,-0.0035,-0.0040,0.013
3.635616,0.0082,-0.0047,0.0008,0.009
3.653849,0.0022,-0.0057,-0.0040,0.007
3.673960,0.0117,-0.0032,-0.0016,0.012
3.692263,0.0045,-0.0056,0.0008,0.007
3.712175,0.0069,-0.0020,0.0033,0.008
3.730997,0.0104,-0.0043,0.0042,0.012
3.749299,0.0081,-0.0067,0.0008,0.011
3.767535,0.0069,0.0028,-0.0028,0.008
3.787592,0.0044,-0.0032,0.0008,0.005
3.807179,0.0079,-0.0031,-0.0016,0.009
3.825679,0.0091,-0.0044,0.0008,0.010
3.844629,0.0044,-0.0044,0.0008,0.006
3.864624,0.0080,0.0002,0.0044,0.009
3.883097,0.0056,-0.0057,0.0032,0.009
3.901211,0.0067,-0.0020,-0.0028,0.008
3.920996,0.0091,-0.0069,0.0018,0.012
3.939856,0.0089,-0.0055,-0.0042,0.011
3.959518,0.0076,-0.0028,0.0020,0.008
3.977577,0.0098,-0.0016,-0.0028,0.010
3.997605,0.0111,-0.0028,0.0042,0.012
4.015878,0.0028,-0.0050,0.0008,0.006
4.034167,0.0098,-0.0002,-0.0040,0.011
4.053524,0.0098,-0.0038,0.0018,0.011
4.073585,0.0050,0.0043,0.0068,0.009
4.092805,0.0098,-0.0063,-0.0042,0.012
4.111844,0.0073,-0.0039,-0.0016,0.008
4.130526,0.0038,-0.0004,-0.0016,0.004
4.149757,0.0099,-0.0029,0.0018,0.010
4.167887,0.0064,0.0019,0.0056,0.009
4.188005,0.0134,-0.0052,0.0030,0.015
4.206797,0.0073,0.0018,-0.0040,0.009
4.225725,0.0108,0.0031,-0.0016,0.011
4.244725,0.0097,-0.0065,0.0008,0.012
4.263823,0.0073,0.0007,0.0032,0.008
4.282345,0.0060,0.0006,-0.0028,0.007
4.301520,0.0073,0.0004,-0.0076,0.011
4.321969,0.0110,0.0004,0.0020,0.011
4.339035,0.0062,-0.0021,-0.0028,0.007
4.358450,0.0097,-0.0021,0.0006,0.010
4.377173,0.0145,0.0002,0.0031,0.015
4.398145,0.0121,-0.0011,-0.0054,0.013
4.415891,0.0097,-0.0034,-0.0042,0.011
4.434292,0.0155,-0.0044,-0.0091,0.019
4.453092,0.0071,-0.0093,-0.0006,0.012
4.473545,0.0071,-0.0022,-0.0040,0.008
4.491716,0.0035,0.0015,-0.0015,0.004
4.511541,0.0071,-0.0083,0.0030,0.011
4.530748,0.0035,-0.0082,-0.0006,0.009
4.549353,0.0071,-0.0035,0.0007,0.008
4.567298,0.0035,-0.0058,-0.0076,0.010
4.587725,0.0060,-0.0020,0.0008,0.006
4.606559,0.0013,-0.0019,-0.0040,0.005
4.624697,0.0074,-0.0009,0.0008,0.007
4.644383,0.0086,-0.0034,0.0079,0.012
4.663462,0.0110,-0.0043,0.0030,0.012
4.682821,0.0087,-0.0031,-0.0028,0.010
4.701201,0.0122,0.0039,-0.0016,0.013
4.720960,0.0076,-0.0021,0.0055,0.010
4.739274,0.0039,-0.0080,-0.0006,0.009
4.757367,0.0073,-0.0067,-0.0006,0.010
4.777518,0.0108,-0.0019,-0.0064,0.013
4.797099,0.0060,-0.0055,-0.0054,0.010
4.816544,0.0026,-0.0009,-0.0015,0.003
4.834808,0.0074,0.0075,0.0020,0.011
4.853461,0.0085,-0.0009,0.0018,0.009
4.872928,0.0074,-0.0045,-0.0042,0.010
4.891510,0.0086,-0.0011,0.0057,0.010
4.911125,0.0074,-0.0010,-0.0078,0.011
4.930270,0.0063,-0.0090,-0.0004,0.011
4.949030,0.0076,-0.0056,0.0030,0.010
4.967668,0.0073,-0.0016,-0.0052,0.009
4.987021,0.0072,-0.0029,-0.0006,0.008
5.005612,0.0013,-0.0004,-0.0016,0.002
5.025602,0.0075,0.0020,-0.0016,0.008
5.043750,0.0075,-0.0038,-0.0030,0.009
5.063351,0.0028,0.0033,0.0057,0.007
5.082966,0.0087,-0.0037,-0.0043,0.010
5.100741,0.0121,-0.0001,0.0032,0.013
5.121334,0.0085,-0.0035,0.0020,0.009
5.139083,0.0060,0.0013,0.0020,0.006
5.157644,0.0023,-0.0009,0.0020,0.003
5.177135,0.0034,-0.0009,-0.0004,0.004
5.196658,0.0130,0.0003,-0.0004,0.013
5.215332,0.0058,-0.0044,-0.0040,0.008
5.235490,0.0058,0.0015,-0.0016,0.006
5.253692,0.0105,-0.0032,0.0018,0.011
5.273858,0.0058,0.0050,0.0033,0.008
5.291538,0.0081,0.0028,-0.0004,0.009
5.310856,0.0093,0.0033,-0.0063,0.012
5.330145,0.0128,-0.0042,-0.0007,0.013
5.349042,0.0068,-0.0022,0.0068,0.010
5.367192,0.0043,0.0042,-0.0028,0.007
5.386410,0.0066,0.0028,0.0080,0.011
5.408958,0.0065,-0.0040,0.0032,0.008
5.423734,0.0089,0.0007,-0.0004,0.009
5.444337,0.0031,0.0028,0.0081,0.009
5.462562,0.0172,0.0031,-0.0028,0.018
5.482276,0.0052,-0.0006,0.0056,0.008
5.500629,0.0027,-0.0057,0.0056,0.008
5.519670,0.0076,-0.0033,0.0056,0.010
5.538816,0.0049,-0.0044,-0.0040,0.008
5.557408,0.0037,-0.0045,-0.0040,0.007
5.577000,0.0048,-0.0023,-0.0052,0.007
5.596605,0.0048,0.0002,-0.0004,0.005
5.615140,0.0000,-0.0009,-0.0076,0.008
5.633702,0.0060,0.0026,0.0032,0.007
5.653401,0.0060,-0.0082,-0.0040,0.011
5.671523,0.0107,-0.0002,0.0043,0.012
5.690615,0.0057,0.0000,-0.0015,0.006
5.710903,0.0035,0.0012,-0.0052,0.006
5.728932,0.0107,-0.0023,0.0017,0.011
5.748396,0.0060,-0.0011,0.0008,0.006
5.767303,0.0086,-0.0047,0.0044,0.011
5.786289,0.0083,-0.0048,0.0032,0.010
5.804636,0.0048,-0.0001,0.0045,0.007
5.824453,0.0046,-0.0060,-0.0030,0.008
5.843996,0.0082,0.0082,0.0009,0.012
5.862146,0.0105,0.0013,-0.0052,0.012
5.882154,0.0115,-0.0014,0.0007,0.012
5.900470,0.0030,-0.0063,0.0031,0.008
5.919601,0.0064,0.0012,0.0033,0.007
5.938844,0.0061,0.0000,-0.0016,0.006
5.958408,-0.0011,-0.0059,-0.0028,0.007
5.976711,-0.0023,-0.0057,-0.0078,0.010
5.996162,0.0084,0.0005,-0.0054,0.010
6.014745,-0.0023,-0.0056,0.0020,0.006
6.034321,0.0074,-0.0042,-0.0006,0.008
6.053199,0.0060,-0.0039,-0.0006,0.007
6.072351,0.0037,-0.0052,0.0006,0.006
6.090989,0.0049,-0.0040,-0.0054,0.008
6.110479,0.0108,-0.0019,0.0006,0.011
6.129432,0.0071,-0.0029,-0.0040,0.009
6.148761,0.0057,-0.0052,-0.0030,0.008
6.167496,0.0056,-0.0019,0.0019,0.006
6.185965,0.0031,-0.0079,-0.0042,0.009
6.204040,0.0031,-0.0016,-0.0016,0.004
6.226543,0.0078,-0.0030,-0.0042,0.009
6.243650,0.0053,-0.0042,-0.0005,0.007
6.261659,0.0029,-0.0052,-0.0042,0.007
6.281924,0.0018,-0.0019,0.0019,0.003
6.299707,0.0019,0.0040,-0.0088,0.010
6.320117,0.0067,-0.0019,0.0031,0.008
6.337547,-0.0003,-0.0018,-0.0016,0.002
6.357761,0.0080,-0.0018,-0.0018,0.008
6.376016,0.0021,-0.0065,-0.0004,0.007
6.396010,0.0023,-0.0007,0.0043,0.005
6.414950,0.0009,-0.0005,-0.0040,0.004
6.435241,0.0033,-0.0017,0.0020,0.004
6.452702,0.0091,0.0019,0.0019,0.010
6.471794,0.0054,-0.0031,0.0031,0.007
6.490579,0.0018,-0.0005,0.0055,0.006
6.510347,0.0015,0.0006,0.0007,0.002
6.528989,0.0037,0.0006,-0.0005,0.004
6.548258,0.0024,0.0009,-0.0064,0.007
6.567005,0.0060,-0.0051,-0.0006,0.008
6.585981,0.0048,-0.0041,0.0006,0.006
6.603947,0.0047,-0.0029,-0.0028,0.006
6.623680,0.0083,-0.0075,0.0030,0.012
6.643729,0.0081,0.0007,0.0055,0.010
6.661504,0.0093,-0.0017,0.0007,0.009
6.681626,0.0033,-0.0004,-0.0052,0.006
6.700396,0.0020,0.0019,-0.0017,0.003
6.719490,0.0021,0.0004,0.0055,0.006
6.739099,0.0067,-0.0042,-0.0066,0.010
6.757455,0.0044,-0.0007,-0.0017,0.005
6.775711,0.0093,-0.0032,-0.0008,0.010
6.795447,0.0080,-0.0018,-0.0017,0.008
6.814241,0.0080,0.0005,-0.0053,0.010
6.837127,0.0044,-0.0066,-0.0029,0.008
6.852201,0.0068,-0.0053,0.0042,0.010
6.871374,0.0021,0.0029,0.0019,0.004
6.890435,0.0081,-0.0030,-0.0041,0.010
6.909998,0.0009,-0.0042,0.0031,0.005
6.928829,0.0069,-0.0006,0.0019,0.007
6.948084,0.0034,-0.0050,-0.0030,0.007
6.966798,0.0071,-0.0015,0.0006,0.007
6.986574,0.0036,0.0009,-0.0016,0.004
7.003894,0.0061,-0.0062,0.0018,0.009
7.024760,0.0073,-0.0028,-0.0016,0.008
7.043168,0.0024,-0.0015,-0.0040,0.005
7.061239,-0.0011,-0.0004,-0.0004,0.001
7.081254,0.0096,-0.0026,-0.0042,0.011
7.099981,0.0059,0.0010,0.0019,0.006
7.119068,0.0024,-0.0060,-0.0028,0.007
7.137790,0.0059,0.0001,-0.0018,0.006
7.156956,0.0081,-0.0024,0.0020,0.009
7.175917,0.0068,-0.0023,-0.0004,0.007
7.194849,0.0078,-0.0013,0.0055,0.010
7.214043,0.0028,-0.0002,-0.0040,0.005
7.232791,0.0099,-0.0049,0.0028,0.011
7.252172,0.0027,-0.0036,0.0019,0.005
